충전소아이디,충전소명,충전소주소,상세주소,위도,경도,이용가능시간,연락처,등록일자
1175,아이고운힐C,제주특별자치도 제주시 오라삼동 2895-1,구내주차장,33.48812351,126.5030842,24시간,1899-2100,2017-07-09
1187,제주고성LH 아파트,제주특별자치도 제주시 애월읍 고성리 1488-1,주차장,33.46607679,126.4107164,24시간,1899-2100,2017-07-09
1149,사곡영진자이온1단지,경상남도 거제시 사등면 사곡리 832-3,102동 맞은편 주차장 A17기둥,34.89211063,128.5679028,24시간  ※외부인 개방,1899-2100,2017-07-09
1169,아델리움,제주특별자치도 제주시 연동 1459,구내주차장,33.479925,126.4942012,24시간,1899-2100,2017-07-09
1184,정원파인즈 10차,제주특별자치도 제주시 도남동 137-4,주차장,33.4882799,126.5283622,24시간,1899-2100,2017-07-09
1196,제주으뜸마을LH 아파트,제주특별자치도 제주시 노형동 753,주차장,33.47824248,126.4815972,24시간,1899-2100,2017-07-09
1060,용암덕일마이빌 아파트,충청북도 청주시 상당구 용암동 2537,510동앞 지하1층주차장,36.61661933,127.5118893,24시간  ※외부인 개방,1899-2100,2017-07-09
1070,해피드림3차,충청남도 천안시 서북구 두정동 1417,주차장,36.83031564,127.1436137,24시간,1899-2100,2017-07-09
1085,하가제일오투그란데 아파트,전북특별자치도 전주시 덕진구 덕진동2가 684,101동 지하 주차장(구역E02.E03),35.843362,127.108097,24시간,1899-2100,2017-07-09
1172,아라아이파크,제주특별자치도 제주시 아라일동 6121,주차장,33.47582346,126.5506138,24시간,1899-2100,2017-07-09
980,상봉우정 아파트,서울특별시 중랑구 상봉동 496,지하주차장 1층 입구 오른쪽103동1-2호라인 앞,37.59942932,127.0886839,24시간,1899-2100,2017-07-09
913,브라운스톤일산,경기도 고양시 일산동구 백석동 1330,지하주차장 2층,37.6375153,126.7877864,24시간,1899-2100,2017-07-09
1198,제주정든마을3단지LH 아파트,제주특별자치도 제주시 노형동 2582-2,주차장,33.48948604,126.473277,24시간,1899-2100,2017-07-09
986,동진신안 아파트,서울특별시 노원구 중계동 364,지하주차장 입구 직진,37.650163,127.078652,24시간,1899-2100,2017-07-09
1190,제주부영1차 아파트,제주특별자치도 제주시 노형동 732,주차장,33.48018127,126.4854263,24시간,1899-2100,2017-07-09
995,중계센트럴파크,"서울특별시 노원구 덕릉로70가길 21 (상계동, 중계센트럴파크)",지하1층 우측돌아서 B-14,37.643296,127.059732,24시간,1899-2100,2017-07-09
996,창동대동 아파트,서울특별시 도봉구 창동 도봉로 642-30,지하1층 우측 돌아서 우측 구석자리,37.661553,127.043888,24시간,1899-2100,2017-07-09
1180,연동한일시티,제주특별자치도 제주시 연동 2325-7,주차장,33.49160042,126.4885492,24시간,1899-2100,2017-07-09
1063,유수장미 아파트,충청북도 음성군 금왕읍 무극리 503,관리사무소 앞 지하1층주차장,36.992646,127.589474,24시간  ※외부인 개방,1899-2100,2017-07-09
929,방화동부센트레빌,서울특별시 강서구 방화동 875,지하1층 우측,37.57440124,126.814068,24시간,1899-2100,2017-07-09
949,삼성중앙하이츠빌리지,서울특별시 강남구 삼성동 학동로68길 30,지하2층 좌측,37.51657903,127.0465082,24시간,1899-2100,2017-07-09
1215,서귀포동홍3LH 아파트,제주특별자치도 서귀포시 동홍동 353-1,서귀포 주공3단지 아파트,33.24982675,126.5739183,24시간  ※외부인 개방,1899-2100,2017-07-09
1043,개운휴먼시아1단지 아파트,강원특별자치도 원주시 개운동 581-1,지하3주차장 B1 8면주차칸 맞은편,37.338512,127.955194,24시간,1899-2100,2017-07-09
1046,대흥2차 아파트,강원특별자치도 원주시 태장동 1040-3,지상 전기실 앞,37.380177,127.951598,24시간,1899-2100,2017-07-09
972,시범호반베르디움아파트,경기도 화성시 청계동 525,B2F 05,37.19786226,127.1097361,24시간,1899-2100,2017-07-09
1026,에코메트로10단지,인천광역시 남동구 논현동 773-1,지하2층 105동 앞,37.391003,126.727296,24시간,1899-2100,2017-07-09
1042,휴먼시아남춘천1단지,강원특별자치도 춘천시 퇴계동 1097,101동 지하주차장 2층,37.861432,127.734026,06~23시,1899-2100,2017-07-09
1145,고현e편한세상,경상남도 거제시 고현동 1081-18,지하1층주차장 102동쪽 A13기둥,34.89539501,128.6403863,24시간  ※외부인 개방,1899-2100,2017-07-09
993,월계청백1단지 아파트,서울특별시 노원구 월계동 초안산로 89,"104,105 사이 지하주차장 좌측면",37.634786,127.052612,24시간,1899-2100,2017-07-09
1207,현일 아파트,제주특별자치도 제주시 삼도일동 796-15,주차장,33.50858885,126.5191082,24시간,1899-2100,2017-07-09
1100,브라운스톤태화1단지 아파트,경상북도 안동시 말구리길 50,지상주차장(입구우측),36.56607,128.706123,24시간,1899-2100,2017-07-09
1006,한남동현대하이페리온,서울특별시 용산구 한남동 서빙고로 413,지하주차장3층11기둥,37.527513,127.005005,24시간,1899-2100,2017-07-09
1090,익산e편한세상,전북특별자치도 익산시 모현동1가 955,114동 지하 주차장(구역 B-B 07),35.947331,126.946234,24시간,1899-2100,2017-07-09
948,래미안대치팰리스,서울특별시 강남구 대치동 삼성로51길 37,110동 지하 2층 주차장 76번 기둥옆,37.49343628,127.0576978,24시간,1899-2100,2017-07-09
1074,가재마을9단지,세종특별자치시 종촌동 697,"902동 지하주차장 D-10, 11",36.500598,127.253476,24시간,1899-2100,2017-07-09
1039,영종자이 아파트,인천광역시 중구 운남동 1550,지하주차장,37.489379,126.5293,24시간,1899-2100,2017-07-09
1064,극동 아파트,충청북도 제천시 신백동 208-5,5동 지하주차장,37.129181,128.226148,24시간  ※외부인 개방,1899-2100,2017-07-09
1102,용산롯데캐슬그랜드,대구광역시 달서구 용산동 장산남로 33,지하2층주차장(110-106동 사이),35.85106,128.526757,24시간,1899-2100,2017-07-09
1191,제주삼화1단지LH 아파트,제주특별자치도 제주시 화북일동 1002-1,주차장,33.51608123,126.5749238,24시간,1899-2100,2017-07-09
1161,미듬아뜨리에 아파트,제주특별자치도 제주시 삼도이동 300-4,주차장,33.50499775,126.5228442,24시간,1899-2100,2017-07-09
989,방학명품ESA2단지,서울특별시 도봉구 방학동 716-5,108동 지하3층 40번,37.666546,127.045881,24시간,1899-2100,2017-07-09
1054,금호어울림 아파트,충청북도 청주시 흥덕구 복대동 3366,"지하1층(101동 입구, B1/06)",36.640225,127.433954,24시간,1899-2100,2017-07-09
1155,노형2차부영 아파트,제주특별자치도 제주시 노형동 754-4,주차장,33.4769845,126.4846039,24시간,1899-2100,2017-07-09
920,삼익 아파트,경기도 남양주시 와부읍 덕소리 600-3,지하주차장1층 뒤쪽,37.58577199,127.2074266,24시간  ※외부인 개방,1899-2100,2017-07-09
1021,산곡우성1.2.3차 아파트,인천광역시 부평구 산곡동 294-35,114동 뒷편 휴게소 앞,37.501714,126.713371,24시간,1899-2100,2017-07-09
1022,삼산서해그랑블 아파트,인천광역시 부평구 삼산동 513,지하2층 기둥번호 161(녹색),37.517822,126.747737,24시간,1899-2100,2017-07-09
1029,자연앤,경기도 시흥시 능곡동 554,406동 지하주차장,37.370712,126.811228,24시간,1899-2100,2017-07-09
1032,운양동 반도유보라2차 아파트,경기도 김포시 운양동 1300-3,지하2층 주차장 704동 앞,37.653265,126.679938,24시간,1899-2100,2017-07-09
1040,영종하늘도시우미린1단지,인천광역시 중구 중산동 1881-1,지하주차장,37.493407,126.555522,24시간,1899-2100,2017-07-09
1049,원흥2차 아파트,강원특별자치도 횡성군 횡성읍 읍하리 395-2,201동 주차장,37.49531315,127.9835464,24시간,1899-2100,2017-07-09
1052,동해코아루디오션,강원특별자치도 동해시 평릉동 456,기계실 앞 지하주차장,37.53212034,129.1138946,24시간,1899-2100,2017-07-09
1053,개신두진백로1차 아파트,충청북도 청주시 서원구 개신동 443,지하주차장,36.62487319,127.4684173,24시간  ※외부인 개방,1899-2100,2017-07-09
960,광교캠퍼스타운참누리아파트,경기도 수원시 영통구 이의동 대학3로 55,지하1층 주차장,37.302459,127.040306,24시간,1899-2100,2017-07-09
1012,창신두산 아파트,서울특별시 종로구 창신동 지봉로5길 7,지하1층 주차장,37.574219,127.014312,24시간,1899-2100,2017-07-09
1013,창신쌍용2단지 아파트,서울특별시 종로구 창신동 낙산길 198,207동 지하2층 9번기둥,37.580271,127.011826,24시간,1899-2100,2017-07-09
1015,효성주얼리시티,서울특별시 종로구 인의동 종로 183,지하5층주차장,37.571415,126.998657,24시간,1899-2100,2017-07-09
1016,래미안미아1차 아파트,서울특별시 강북구 미아동 797,B2층 103동 3-4호 44번기둥,37.625668,127.018992,24시간,1899-2100,2017-07-09
1072,용연마을휴먼시아2단지 아파트,충청남도 아산시 배방읍 장재리 1204,지하주차장,36.79355033,127.0915808,24시간,1899-2100,2017-07-09
1162,방선문5차빌리지,제주특별자치도 제주시 아라일동 2216,주차장,33.47459205,126.5393618,24시간,1899-2100,2017-07-09
1084,한빛 아파트,대전광역시 유성구 어은동 99,후문옆지하주차장,36.363115,127.353371,24시간,1899-2100,2017-07-09
1011,인왕산2차아이파크,서울특별시 종로구 무악동 통일로 246-20,지하1층 주차장,37.575769,126.959533,24시간,1899-2100,2017-07-09
1133,대신 롯데캐슬,부산광역시 서구 서대신동3가 762,"3동B2 20,7동B1 11지하주차장",35.11666905,129.0103771,24시간  ※외부인 개방,1899-2100,2017-07-09
1095,빛가람 중흥S클래스 센트럴2차,"전라남도 나주시 우정로 101 (빛가람동, 빛가람 중흥S-CLASS센트럴 2차)",지하주차장 (A40),35.024111,126.79097,24시간,1899-2100,2017-07-09
1160,루온토빌리지,제주특별자치도 제주시 오라이동 1673,주차장,33.48007536,126.5068134,24시간,1899-2100,2017-07-09
926,레이크팰리스,서울특별시 송파구 잠실동 잠실로 88,지하1층 112동  A21 기둥,37.508406,127.093875,24시간,1899-2100,2017-07-09
934,신대방현대 아파트,서울특별시 동작구 신대방동 여의대방로 28,지하1층,37.494725,126.912038,24시간,1899-2100,2017-07-09
952,청담자이 아파트,서울특별시 강남구 청담동 영동대로138길 12,지하1층 105동 Y02기둥,37.52410309,127.0572508,24시간,1899-2100,2017-07-09
1037,인천 학익풍림아이원 아파트,인천광역시 미추홀구 학익동 721,103동 앞 지상주차장,37.441797,126.657903,미개방,1899-2100,2017-07-09
1009,덕수궁 롯데캐슬,서울특별시 중구 순화동 서소문로9길 28,지하5층 진입 후 좌측 Y03번 기둥,37.563699,126.97025,24시간,1899-2100,2017-07-09
909,한빛마을1단지한라비발디센트럴파크,경기도 파주시 야당동 981,지하1층 주차장 12동 전기실 옆,37.7153699,126.7485433,24시간,1899-2100,2017-07-09
918,정발마을2단지건영빌라,경기도 고양시 일산동구 마두동 산두로 72,지하주차장 1층,37.6642804,126.7885923,24시간,1899-2100,2017-07-09
1210,강정상록 아파트,제주특별자치도 서귀포시 강정동 신서로 55,강정상록 아파트 주차장 왼쪽,33.25490793,126.5047563,24시간  ※외부인 개방,1899-2100,2017-07-09
1055,금호어울림2단지,충청북도 청주시 흥덕구 복대동 3367,지하1층(211동 앞),36.64031,127.436673,24시간,1899-2100,2017-07-09
1124,진일1차 아파트,경상남도 양산시 상북면 석계리 244-1,102동 주차장 옆(경비실 뒤),35.41379162,129.0574398,24시간,1899-2100,2017-07-09
958,광교A2 호반베르디움아파트,경기도 수원시 영통구 이의동 웰빙타운로 70,P2주차장 지하1층,37.307072,127.044288,24시간,1899-2100,2017-07-09
1151,일성한솔타운,경상남도 통영시 무전동 994-12,관리사무실 앞 지상주차장,34.857451,128.431501,24시간  ※외부인 개방,1899-2100,2017-07-09
1118,문수마을동문굿모닝힐 아파트,울산광역시 울주군 범서읍 굴화리 734,건물측면 입구 101동-2F/10,35.55031718,129.2526498,24시간,1899-2100,2017-07-09
1138,들말흥한타운,경상남도 진주시 평거동 석갑로 45,111동앞 3경비실 옆 지상주차장,35.175308,128.065007,24시간  ※외부인 개방,1899-2100,2017-07-09
1200,제주하귀휴먼시아1단지,제주특별자치도 제주시 애월읍 하귀1리 167,주차장,33.48258757,126.4164083,24시간,1899-2100,2017-07-09
1034,그린타운삼성우성 아파트,경기도 부천시 중동 1182,지하주차장,37.49719,126.768928,24시간,1899-2100,2017-07-09
1024,송도더샵그린워크1차,인천광역시 연수구 송도동 18-6,지하 1603동 앞,37.399197,126.640931,24시간,1899-2100,2017-07-09
1069,불당마을동일하이빌 아파트,충청남도 천안시 서북구 불당동 750,307동 지하주차장,36.80816966,127.1131031,24시간,1899-2100,2017-07-09
1002,돈의문센트레빌 아파트,서울특별시 서대문구 냉천동 261,지하주차장,37.566245,126.962026,24시간(입주민전용),1899-2100,2017-07-09
1018,석관두산 아파트,서울특별시 성북구 석관동 10,B1층 119-120동 B1F-7기둥,37.612336,127.069684,24시간,1899-2100,2017-07-09
1027,LH퍼스트리움 아파트,경기도 시흥시 조남동 640-2,지하주차장 입구,37.380287,126.859785,24시간,1899-2100,2017-07-09
1077,SK허브,대전광역시 유성구 지족동 894-5,지하주차장,36.372763,127.317162,24시간,1899-2100,2017-07-09
982,신내우디안1단지,서울특별시 중랑구 신내동 816,지하주차장 1층 입구 오른쪽,37.61737254,127.106824,24시간,1899-2100,2017-07-09
1017,보문하우스토리,서울특별시 성북구 보문동4가 116,B4층 101동 4번기둥,37.584386,127.020844,24시간,1899-2100,2017-07-09
1103,김천한신휴플러스,경상북도 김천시 혁신4로 46,지하주차장(107동 북측),36.120722,128.185553,24시간  ※외부인 개방,1899-2100,2017-07-09
1104,영무예다음2차 아파트,경상북도 김천시 용전3로 24,"지하주차장(203동 옆, P62)",36.120534,128.193342,24시간  ※외부인 개방,1899-2100,2017-07-09
1216,아우룸숲,제주특별자치도 서귀포시 서홍동 홍중로 105,구내주차장,33.26177423,126.5551933,24시간  ※외부인 개방,1899-2100,2017-07-09
1086,호성유원파크맨션 아파트,전북특별자치도 전주시 덕진구 호성동1가 796-1,지상 주차장 중앙에 위치,35.858694,127.153092,24시간  ※외부인 개방,1899-2100,2017-07-09
975,수원아이파크시티1단지,경기도 수원시 권선구 권선동 1360,B2F 47,37.244691,127.026705,24시간,1899-2100,2017-07-09
1004,쌍용황금,서울특별시 마포구 마포동 마포대로 6,지하주차장 4층,37.537126,126.94564,24시간,1899-2100,2017-07-09
1165,방선문3차빌리지,제주특별자치도 제주시 도남동 642-1,주차장,33.4862619,126.5257492,24시간,1899-2100,2017-07-09
910,해솔마을5단지삼부르네상스 아파트,경기도 파주시 목동동 679,지하2층 주차장 B068,37.7228284,126.7443547,24시간,1899-2100,2017-07-09
1061,율량대원칸타빌3차,충청북도 청주시 청원구 주성동 337,지하3층주차장 C20 주차 4면,36.670523,127.499872,24시간,1899-2100,2017-07-09
